utc_ts,market_id,is_crossed,takeable_usd,fillable,paper_spread_c,k_bid,k_ask,p_yes_bid,p_yes_ask,error
2026-05-28 04:37:34.333089+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:38:04.351494+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:38:34.423323+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:39:04.425082+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:39:34.492912+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:40:04.528733+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:40:34.591538+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:41:04.663096+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:41:34.708469+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:42:04.737602+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:42:34.740997+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:43:04.763590+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:43:34.831038+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:44:04.904020+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:44:34.979173+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:45:05.020752+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:45:35.083377+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:46:05.153830+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:46:35.227843+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:47:05.267187+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:47:35.332255+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:48:05.382067+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:48:35.449811+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:49:05.522883+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:49:35.593650+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:50:05.656966+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:50:35.798940+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:51:05.918135+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:51:36.057008+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:52:06.206457+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:52:36.353646+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:53:06.370405+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:53:36.459274+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:54:06.599932+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:54:36.741368+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:55:06.888367+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:55:37.026156+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:56:07.170367+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:56:37.317691+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:57:07.456301+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:57:37.606010+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:58:07.753993+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:58:37.899048+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:59:08.033179+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 04:59:38.164509+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:00:08.232815+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:00:38.377201+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:01:08.518053+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:01:38.549264+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:02:08.669210+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:02:38.721699+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:03:08.869892+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:03:39.017496+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:04:09.167101+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:04:39.308928+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:05:09.451947+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:05:39.600974+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:06:09.746702+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:06:39.883320+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:07:10.031971+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:07:40.075138+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:08:10.216918+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:08:40.362146+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:09:10.511704+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:09:40.660069+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:10:10.806720+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:10:40.955582+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:11:11.099039+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:11:41.205030+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:12:11.336781+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:12:41.468248+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:13:11.607630+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:13:41.754232+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:14:11.877236+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:14:42.014894+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:15:12.164582+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:15:42.300202+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:16:12.443522+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:16:42.585498+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:17:12.721721+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:17:42.865339+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:18:12.913712+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:18:43.024831+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:19:13.160423+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:19:43.203575+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:20:13.340917+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:20:43.357503+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:21:13.504210+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:21:43.644693+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:22:13.789516+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:22:43.936064+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:23:14.078905+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:23:44.212047+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:24:14.337843+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:24:44.473072+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:25:14.587451+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:25:44.728774+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.22,
2026-05-28 05:26:14.807348+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:26:44.935372+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:27:15.018376+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:27:45.167837+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:28:15.236808+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:28:45.380187+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:29:15.456735+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:29:45.605389+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:30:15.720906+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:30:45.754472+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:31:15.902169+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:31:46.001884+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:32:16.147364+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:32:46.292914+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:33:16.431373+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:33:46.565554+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:34:16.676443+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:34:46.809862+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:35:16.958557+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:35:47.019040+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:36:17.168698+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:36:47.327414+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:37:17.442293+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:37:47.581239+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:38:17.720819+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:38:47.739353+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.2,0.21,
2026-05-28 05:39:17.818619+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:39:47.823085+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:40:17.969006+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:40:48.111378+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:41:18.253835+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:41:48.285751+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:42:18.431837+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:42:48.546009+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:43:18.693017+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:43:48.832126+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:44:18.927920+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:44:48.953490+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:45:19.097338+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:45:49.196708+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:46:19.341764+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:46:49.481634+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:47:19.628077+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:47:49.750663+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:48:19.883723+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:48:50.032678+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:49:20.177785+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:49:50.193458+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:50:20.341911+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:50:50.486856+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:51:20.597781+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:51:50.741498+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:52:20.887419+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:52:51.010158+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:53:21.133014+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:53:51.274764+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:54:21.367260+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
2026-05-28 05:54:51.460045+00:00,intl_mayor_kr_oseh,False,0.0,0.0,0.0,0.17,0.21,0.21,0.22,
